"Story","Title","Result","Date","Stability","Duration (s)"
"Como cliente de Bancolombia deseo realizar la simulacion de un credito de libre inversion","Simulacion de Credito de Libre Inversion con calculo de cuota mensual.","SUCCESS","2023-05-24T10:16:45.8790069-05:00[America/Bogota]","0.0","63.96"
